370.375,20.007952
370.832,20.262312
371.289,20.448234
371.746,20.570108
372.203,20.74711
372.66,20.811286
373.117,20.772696
373.574,20.951062
374.031,20.928714
374.488,21.141248
374.945,21.428966
375.401,21.638316
375.858,21.8457
376.315,22.119812
376.772,22.226368
377.228,22.433278
377.685,22.477282
378.141,22.637862
378.598,22.758322
379.054,22.973224
379.511,23.226684
379.967,23.514374
380.423,23.835434
380.88,24.12975
381.336,24.489184
381.792,24.887438
382.249,25.209704
382.705,25.5362
383.161,25.901324
383.617,26.264386
384.073,26.70904
384.529,26.982728
384.985,27.427666
385.441,27.859036
385.897,28.317776
386.353,28.930888
386.809,29.416334
387.264,29.90426
387.72,30.454268
388.176,30.89714
388.631,31.57153
389.087,32.118064
389.543,32.644174
389.998,33.370288
390.454,34.0728
390.909,34.752116
391.364,35.570692
391.82,36.281308
392.275,37.193162
392.73,38.066126
393.185,38.916708
393.641,39.753922
394.096,40.678056
394.551,41.624594
395.006,42.60267
395.461,43.432928
395.916,44.328904
396.371,45.310064
396.825,46.407762
397.28,47.456484
397.735,48.467252
398.19,49.482094
398.644,50.654592
399.099,51.876866
399.554,52.90879
400.008,53.72507
400.462,54.766588
400.917,55.727478
401.371,56.737262
401.826,62.635604
402.28,63.65956
402.734,64.58737
403.188,65.57561
403.642,66.569248
404.096,67.384942
404.55,68.186352
405.004,64.823078
405.458,65.1677
405.912,66.133694
406.366,67.086748
406.819,67.76942
407.273,68.58304
407.727,69.49225
408.18,70.381766
408.634,71.637314
409.087,72.330732
409.541,73.12827
409.994,73.736608
410.447,74.515868
410.901,75.115414
411.354,75.49171
411.807,75.794288
412.26,76.335316
412.713,76.720154
413.166,77.08742
413.619,77.513616
414.072,77.621528
414.524,78.202654
414.977,78.699756
415.43,78.799998
415.882,78.842124
416.335,79.059618
416.787,79.095964
417.24,79.609138
417.692,79.938042
418.145,79.974634
418.597,80.249866
419.049,80.638824
419.501,81.177936
419.953,81.351578
420.405,81.391058
420.857,81.272264
421.309,81.341134
421.761,81.485048
422.213,81.618056
422.664,81.443902
423.116,81.85192
423.567,81.921958
424.019,82.103802
424.47,81.99858
424.922,81.994058
425.373,82.102066
425.824,82.034922
426.275,81.97264
426.727,81.860992
427.178,81.898048
427.629,82.057886
428.08,82.052416
428.53,81.96949
428.981,82.35296
429.432,82.073202
429.882,82.019404
430.333,82.038232
430.784,82.233396
431.234,82.052858
431.684,82.109776
432.135,81.993586
432.585,82.23537
433.035,82.63849
433.485,82.942472
433.935,82.964306
434.385,83.297274
434.835,83.357522
435.285,83.345844
435.735,83.391064
436.184,83.272622
436.634,83.126028
437.083,83.198576
437.533,83.201786
437.982,83.12947
438.432,83.27496
438.881,83.42361
439.33,83.542768
439.779,83.257172
440.228,83.002388
440.677,83.071084
441.126,83.339816
441.575,83.364558
442.023,83.241996
442.472,83.078842
442.921,83.306554
443.369,83.650328
443.818,83.749864
444.266,83.684154
444.714,83.707344
445.162,83.656808
445.61,83.936682
446.059,84.131488
446.506,84.34844
446.954,84.052704
447.402,84.13253
447.85,84.140678
448.298,84.11026
448.745,84.05936
449.193,83.950406
449.64,83.92324
450.087,84.119026
450.535,83.75855
450.982,83.681482
451.429,84.015064
451.876,83.985588
452.323,83.854612
452.77,83.882776
453.216,83.891422
453.663,84.315588
454.11,84.469726
454.556,84.614264
455.003,84.683284
455.449,84.949212
455.895,84.671736
456.341,84.790466
456.788,84.723414
457.234,84.940504
457.679,84.691124
458.125,84.95934
458.571,85.069434
459.017,85.23657
459.462,85.159154
459.908,85.177384
460.353,84.876276
460.799,84.905884
461.244,84.753446
461.689,84.564212
462.134,84.487742
462.579,84.806476
463.024,84.92384
463.469,84.88245
463.913,84.898572
464.358,84.754094
464.803,84.65631
465.247,84.683542
465.691,84.587764
466.136,84.675884
466.58,84.829888
467.024,85.144338
467.468,85.332218
467.912,85.354956
468.356,85.427088
468.799,85.616358
469.243,85.547854
469.687,85.540404
470.13,85.13074
470.573,84.88148
471.017,85.12538
471.46,85.09032
471.903,84.84699
472.346,84.61358
472.789,84.321652
473.232,84.486932
473.674,84.485088
474.117,84.56797
474.56,84.628338
475.002,84.822392
475.444,85.067994
475.886,85.44438
476.329,85.301102
476.771,85.412842
477.213,85.263884
477.654,85.184954
478.096,85.183774
