370.375,11.415038
370.832,11.630042
371.289,11.604086
371.746,11.513398
372.203,11.468124
372.66,11.439422
373.117,11.281394
373.574,11.378184
374.031,11.369396
374.488,11.465394
374.945,11.56745
375.401,11.778706
375.858,11.850494
376.315,11.879846
376.772,11.90603
377.228,11.802534
377.685,11.75382
378.141,11.775874
378.598,11.718494
379.054,11.830948
379.511,11.833002
379.967,11.809696
380.423,11.959496
380.88,11.93867
381.336,12.00184
381.792,12.1169
382.249,12.110524
382.705,12.241466
383.161,12.395948
383.617,12.458138
384.073,12.54898
384.529,12.505712
384.985,12.551124
385.441,12.56125
385.897,12.597254
386.353,12.612716
386.809,12.589876
387.264,12.72783
387.72,12.783208
388.176,12.760224
388.631,12.889238
389.087,12.865882
389.543,12.865472
389.998,12.986854
390.454,12.874422
390.909,12.859546
391.364,12.915878
391.82,12.844862
392.275,13.039234
392.73,13.103994
393.185,13.126862
393.641,13.189582
394.096,13.257532
394.551,13.29597
395.006,13.46412
395.461,13.391182
395.916,13.446378
396.371,13.507888
396.825,13.633864
397.28,13.721468
397.735,13.753576
398.19,13.652616
398.644,13.597526
399.099,13.70392
399.554,13.612112
400.008,13.581052
400.462,13.672482
400.917,13.741954
401.371,13.890674
401.826,23.453084
402.28,23.762168
402.734,23.801374
403.188,23.818666
403.642,23.735886
404.096,23.735306
404.55,23.63483
405.004,14.21155
405.458,13.605262
405.912,13.64287
406.366,13.730508
406.819,13.842438
407.273,13.746206
407.727,13.850186
408.18,13.869642
408.634,14.017604
409.087,13.992546
409.541,14.083992
409.994,14.008132
410.447,14.101734
410.901,14.240324
411.354,14.159688
411.807,14.196268
412.26,14.328518
412.713,14.237896
413.166,14.262738
413.619,14.308072
414.072,14.222694
414.524,14.30717
414.977,14.300512
415.43,14.15469
415.882,14.078668
416.335,14.034552
416.787,14.013098
417.24,14.113988
417.692,14.156994
418.145,14.074326
418.597,14.116126
419.049,14.40182
419.501,14.53266
419.953,14.535928
420.405,14.54983
420.857,14.562574
421.309,14.766412
421.761,14.758254
422.213,14.642574
422.664,14.617248
423.116,14.795258
423.567,14.729156
424.019,14.678678
424.47,14.546426
424.922,14.718002
425.373,14.735054
425.824,14.76585
426.275,14.60897
426.727,14.57834
427.178,14.519534
427.629,14.419196
428.08,14.209404
428.53,14.207126
428.981,14.185596
429.432,14.238098
429.882,14.223254
430.333,14.36688
430.784,14.545756
431.234,14.685874
431.684,14.60678
432.135,14.638786
432.585,14.548972
433.035,14.642414
433.485,14.609352
433.935,14.6611
434.385,14.514958
434.835,14.498972
435.285,14.402628
435.735,14.376312
436.184,14.407626
436.634,14.348674
437.083,14.305838
437.533,14.511038
437.982,14.625936
438.432,14.701418
438.881,14.836956
439.33,14.7555
439.779,14.810548
440.228,14.8481
440.677,14.745498
441.126,14.695338
441.575,14.750492
442.023,14.726954
442.472,14.659102
442.921,14.650288
443.369,14.665022
443.818,14.691558
444.266,14.776854
444.714,14.642934
445.162,14.580502
445.61,14.748544
446.059,14.875028
446.506,14.810102
446.954,14.969224
447.402,14.996092
447.85,15.121126
448.298,15.08609
448.745,14.852274
449.193,14.749224
449.64,15.062976
450.087,14.876626
450.535,14.710612
450.982,14.698242
451.429,14.74816
451.876,14.87358
452.323,14.833908
452.77,14.655468
453.216,14.724522
453.663,14.9258
454.11,15.020088
454.556,15.110806
455.003,15.107212
455.449,15.207478
455.895,15.265764
456.341,15.32405
456.788,15.213702
457.234,15.277162
457.679,15.284608
458.125,15.461036
458.571,15.63217
459.017,15.612578
459.462,15.502816
459.908,15.640732
460.353,15.39593
460.799,15.45525
461.244,15.408084
461.689,15.192958
462.134,15.193096
462.579,15.295996
463.024,15.286684
